Editor ID;Form ID;Count;Users;Name;Script;Water Type;Model;Size;Quest Object
NVDLC03DrinkWaterfountain01Avg;0300BEB9;0;0;Water Fountain;;d3AverageWater6r24h;Clutter\Office\WaterCooler01.NIF;0;No
NVDLC03HotPlate;0300C7DD;12;0;Hot Plate;CraftingCampfireRecipesScript;;NVDLC03\Clutter\NVDLC03_Crafting-HotPlate\NVDLC03_Crafting-HotPlate.NIF;24;No
NVDLC03SinkLightSwitch;0300C8C2;0;0;Light Switch;VVault21LightSwitch01;;Dungeons\Vault\Accessories\VControlPanel03.NIF;21;No
NVDLC03MeetKleinTrigger;0300C8DD;3;0;Player Meets Klein Trigger;NVDLC03MeetKleinTriggerSCRIPT;;;447;No
NVDLC03ArtilleryControls;0300CA13;1;0;Artillery Controls;NVDLC03ArtilleryControlsSCRIPT;;clutter\consoles\consoler02.nif;108;No
NVDLC03SinkJukeBox;0300D36D;0;0;Sound Wave Recalibrator;NVDLC03SinkJukeBoxSCRIPT;;Clutter\JukeBox\JukeBoxClean01.NIF;83;No
NVDLC03ForceField;0300D587;0;0;;;;NVDLC03\Dungeons\X13\Accessories\NVDLC03X13FXForceField02.NIF;153;No
NVDLC03ThinkTankPacifyTrigger;0300D6CE;1;0;Think Tank Pacification Trigger;NVDLC03ThinkTankPacifyTriggerSCRIPT;;;329;No
NVDLC03TTankMonitor01Activator;0300DA2C;12;0;;NVDLC03ThinkTankRedLightSCRIPT;;NVDLC03\Dungeons\NVDLC03_ThinkTank\NVDLC03_TTankMonitor01.NIF;0;No
NVDLC03TTankLight01Activator;0300DA91;24;0;;NVDLC03ThinkTankRedLightSCRIPT;;NVDLC03\Dungeons\NVDLC03_ThinkTank\NVDLC03_TTankLight01.NIF;71;No
NVDLC03TTankPlatformActivator;0300DA93;1;0;;NVDLC03ThinkTankRedLightSCRIPT;;NVDLC03\Dungeons\NVDLC03_ThinkTank\NVDLC03_TTankPlatform.NIF;234;No
NVDLC03TTankWallCorRamp01Activator;0300DA94;1;0;;NVDLC03ThinkTankRedLightSCRIPT;;NVDLC03\Dungeons\NVDLC03_ThinkTank\NVDLC03_TTankWallCorRamp01.NIF;587;No
NVDLC03TTankWallCorRamp02Activator;0300DA95;1;0;;NVDLC03ThinkTankRedLightSCRIPT;;NVDLC03\Dungeons\NVDLC03_ThinkTank\NVDLC03_TTankWallCorRamp02.NIF;583;No
NVDLC03TTankLight04Activator;0300DA96;6;0;;NVDLC03ThinkTankRedLightSCRIPT;;NVDLC03\Dungeons\NVDLC03_ThinkTank\NVDLC03_TTankLight04.NIF;55;No
NVDLC03TTankPitRamp01Activator;0300DA97;1;0;;NVDLC03ThinkTankRedLightSCRIPT;;NVDLC03\Dungeons\NVDLC03_ThinkTank\NVDLC03_TTankPitRamp01.NIF;233;No
NVDLC03TTankPitRamp02Activator;0300DA98;1;0;;NVDLC03ThinkTankRedLightSCRIPT;;NVDLC03\Dungeons\NVDLC03_ThinkTank\NVDLC03_TTankPitRamp02.NIF;233;No
NVDLC03TTankLPillar01Activator;0300DA99;2;0;;NVDLC03ThinkTankRedLightSCRIPT;;NVDLC03\Dungeons\NVDLC03_ThinkTank\NVDLC03_TTankLPillar01.NIF;439;No
NVDLC03TTankLPillarPlat01Activator;0300DA9A;4;0;;NVDLC03ThinkTankRedLightSCRIPT;;NVDLC03\Dungeons\NVDLC03_ThinkTank\NVDLC03_TTankLPillarPlat01.NIF;234;No
NVDLC03TTankBrainStandActivator;0300DA9B;6;0;;NVDLC03ThinkTankRedLightSCRIPT;;NVDLC03\Dungeons\NVDLC03_ThinkTank\NVDLC03_TTankBrainStand.NIF;49;No
NVDLC03TTankWallRamp01Activator;0300DA9C;1;0;;NVDLC03ThinkTankRedLightSCRIPT;;NVDLC03\Dungeons\NVDLC03_ThinkTank\NVDLC03_TTankWallRamp01.NIF;522;No
NVDLC03TTankWallRamp02Activator;0300DA9D;1;0;;NVDLC03ThinkTankRedLightSCRIPT;;NVDLC03\Dungeons\NVDLC03_ThinkTank\NVDLC03_TTankWallRamp02.NIF;522;No
NVDLC03TTankDiagram02Activator;0300DA9E;4;0;;NVDLC03ThinkTankRedLightSCRIPT;;NVDLC03\Dungeons\NVDLC03_ThinkTank\NVDLC03_TTankDiagram02.nif;52;No
NVDLC03TTankDiagram03Activator;0300DAED;5;0;;NVDLC03ThinkTankRedLightSCRIPT;;NVDLC03\Dungeons\NVDLC03_ThinkTank\NVDLC03_TTankDiagram03.nif;86;No
NVDLC03TTankDiagram07Activator;0300DAEE;2;0;;NVDLC03ThinkTankRedLightSCRIPT;;NVDLC03\Dungeons\NVDLC03_ThinkTank\NVDLC03_TTankDiagram07.nif;52;No
NVDLC03TTankDiagram08Activator;0300DAEF;10;0;;NVDLC03ThinkTankRedLightSCRIPT;;NVDLC03\Dungeons\NVDLC03_ThinkTank\NVDLC03_TTankDiagram08.nif;52;No
NVDLC03TTankDiagram09Activator;0300DAF0;9;0;;NVDLC03ThinkTankRedLightSCRIPT;;NVDLC03\Dungeons\NVDLC03_ThinkTank\NVDLC03_TTankDiagram09.nif;43;No
NVDLC03TTankDiagram04Activator;0300DAF1;5;0;;NVDLC03ThinkTankRedLightSCRIPT;;NVDLC03\Dungeons\NVDLC03_ThinkTank\NVDLC03_TTankDiagram04.nif;52;No
NVDLC03TTankDiagram13Activator;0300DAF2;5;0;;NVDLC03ThinkTankRedLightSCRIPT;;NVDLC03\Dungeons\NVDLC03_ThinkTank\NVDLC03_TTankDiagram13.NIF;43;No
NVDLC03TTankDiagram10Activator;0300DAF3;1;0;;NVDLC03ThinkTankRedLightSCRIPT;;NVDLC03\Dungeons\NVDLC03_ThinkTank\NVDLC03_TTankDiagram10.nif;43;No
NVDLC03TTankDiagram11Activator;0300DAF4;1;0;;NVDLC03ThinkTankRedLightSCRIPT;;NVDLC03\Dungeons\NVDLC03_ThinkTank\NVDLC03_TTankDiagram11.nif;43;No
NVDLC03TTankDiagram05Activator;0300DAF5;2;0;;NVDLC03ThinkTankRedLightSCRIPT;;NVDLC03\Dungeons\NVDLC03_ThinkTank\NVDLC03_TTankDiagram05.nif;52;No
NVDLC03TTankDiagram06Activator;0300DAF6;2;0;;NVDLC03ThinkTankRedLightSCRIPT;;NVDLC03\Dungeons\NVDLC03_ThinkTank\NVDLC03_TTankDiagram06.nif;43;No
NVDLC03TTankDiagram01Activator;0300DAF7;3;0;;NVDLC03ThinkTankRedLightSCRIPT;;NVDLC03\Dungeons\NVDLC03_ThinkTank\NVDLC03_TTankDiagram01.nif;86;No
NVDLC03TTankDiagram12Activator;0300DAF8;0;0;;NVDLC03ThinkTankRedLightSCRIPT;;NVDLC03\Dungeons\NVDLC03_ThinkTank\NVDLC03_TTankDiagram12.NIF;0;No
NVDLC03ForceField02;0300DE82;0;0;;;;NVDLC03\Dungeons\X13\Accessories\NVDLC03X13FXForceField01.NIF;658;No
NVDLC03X13BayForceField;0300DE83;38;0;;NVDLC03ForceFieldSCRIPT;;NVDLC03\Dungeons\X13\Accessories\NVDLC03X13FXForceField01.NIF;658;No
NVDLC03X8TurretKillVolume;0300E0DA;1;0;Turret Kill Volume;NVDLC03X8TurretKillVolumeSCRIPT;;Architecture\Wasteland\WaterTowerPipes01.NIF;162;No
NVDLC03X8ForceField;0300E0DB;7;0;;NVDLC03ForceFieldSCRIPT;;NVDLC03\Dungeons\X13\Accessories\NVDLC03X8FXForceField02.NIF;153;No
NVDLC03ForbiddenDiagram01Activator;0300E42B;1;0;;NVDLC03ForbiddenLightSCRIPT;;NVDLC03\Dungeons\ForbiddenZone\NVDLC03_ForbiddenDiagram01.NIF;0;No
NVDLC03ForbiddenDiagram02Activator;0300E42C;3;0;;NVDLC03ForbiddenLightSCRIPT;;NVDLC03\Dungeons\ForbiddenZone\NVDLC03_ForbiddenDiagram02.NIF;52;No
NVDLC03ForbiddenDiagram03Activator;0300E42D;5;0;;NVDLC03ForbiddenLightSCRIPT;;NVDLC03\Dungeons\ForbiddenZone\NVDLC03_ForbiddenDiagram03.NIF;86;No
NVDLC03ForbiddenDiagram04Activator;0300E42E;4;0;;NVDLC03ForbiddenLightSCRIPT;;NVDLC03\Dungeons\ForbiddenZone\NVDLC03_ForbiddenDiagram04.NIF;52;No
NVDLC03ForbiddenDiagram05Activator;0300E42F;2;0;;NVDLC03ForbiddenLightSCRIPT;;NVDLC03\Dungeons\ForbiddenZone\NVDLC03_ForbiddenDiagram05.NIF;52;No
NVDLC03ForbiddenDiagram06Activator;0300E430;2;0;;NVDLC03ForbiddenLightSCRIPT;;NVDLC03\Dungeons\ForbiddenZone\NVDLC03_ForbiddenDiagram06.NIF;43;No
NVDLC03ForbiddenDiagram07Activator;0300E431;2;0;;NVDLC03ForbiddenLightSCRIPT;;NVDLC03\Dungeons\ForbiddenZone\NVDLC03_ForbiddenDiagram07.NIF;52;No
NVDLC03ForbiddenDiagram08Activator;0300E432;4;0;;NVDLC03ForbiddenLightSCRIPT;;NVDLC03\Dungeons\ForbiddenZone\NVDLC03_ForbiddenDiagram08.NIF;52;No
NVDLC03ForbiddenDiagram09Activator;0300E433;8;0;;NVDLC03ForbiddenLightSCRIPT;;NVDLC03\Dungeons\ForbiddenZone\NVDLC03_ForbiddenDiagram09.NIF;43;No
NVDLC03ForbiddenDiagram10Activator;0300E434;1;0;;NVDLC03ForbiddenLightSCRIPT;;NVDLC03\Dungeons\ForbiddenZone\NVDLC03_ForbiddenDiagram10.NIF;43;No
NVDLC03ForbiddenDiagram11Activator;0300E435;1;0;;NVDLC03ForbiddenLightSCRIPT;;NVDLC03\Dungeons\ForbiddenZone\NVDLC03_ForbiddenDiagram11.NIF;43;No
NVDLC03ForbiddenDiagram12Activator;0300E436;0;0;;NVDLC03ForbiddenLightSCRIPT;;NVDLC03\Dungeons\ForbiddenZone\NVDLC03_ForbiddenDiagram12.NIF;43;No
NVDLC03ForbiddenDiagram13Activator;0300E437;5;0;;NVDLC03ForbiddenLightSCRIPT;;NVDLC03\Dungeons\ForbiddenZone\NVDLC03_ForbiddenDiagram13.NIF;43;No
NVDLC03ForbiddenMonitor01Activator;0300E438;12;0;;NVDLC03ForbiddenLightSCRIPT;;NVDLC03\Dungeons\ForbiddenZone\NVDLC03_ForbiddenMonitor01.NIF;60;No
NVDLC03TTankGenPanel01Activator;0300E439;2;0;;NVDLC03ThinkTankRedLightSCRIPT;;NVDLC03\Dungeons\NVDLC03_ThinkTank\NVDLC03_TTankGenPanel01.NIF;146;No
NVDLC03ForbiddenGenPanel01Activator;0300E43A;2;0;;NVDLC03ForbiddenLightSCRIPT;;NVDLC03\Dungeons\ForbiddenZone\NVDLC03_ForbiddenGenPanel01.NIF;146;No
NVDLC03X13Klaxon;0300E555;12;0;;NVDLC03X13KlaxonSCRIPT;;Dungeons\Vault\RoomU\Klaxon.NIF;77;No
NVDLC03ForbiddenLPillar01Activator;0300E69B;2;0;;NVDLC03ForbiddenLightSCRIPT;;NVDLC03\Dungeons\ForbiddenZone\NVDLC03_ForbiddenLPillar01.NIF;439;No
NVDLC03ForbiddenLPillarPlat01Activator;0300E69C;0;0;;NVDLC03ForbiddenLightSCRIPT;;NVDLC03\Dungeons\ForbiddenZone\NVDLC03_ForbiddenLPillarPlat01.NIF;234;No
NVDLC03ForbiddenLight01Activator;0300E69D;10;0;;NVDLC03ForbiddenLightSCRIPT;;NVDLC03\Dungeons\ForbiddenZone\NVDLC03_ForbiddenLight01.NIF;71;No
NVDLC03ForbiddenLight04Activator;0300E69E;6;0;;NVDLC03ForbiddenLightSCRIPT;;NVDLC03\Dungeons\ForbiddenZone\NVDLC03_ForbiddenLight04.NIF;55;No
NVDLC03ForbiddenFXLightBeam01;0300E69F;1;0;;NVDLC03ForbiddenLightSCRIPT;;NVDLC03\Dungeons\ForbiddenZone\NVDLC03_ForbiddenFXLightBeam01.NIF;1346;No
NVDLC03ForbiddenFXLightBeam01Off;0300E6A0;1;0;;NVDLC03ForbiddenLightSCRIPT;;NVDLC03\Dungeons\ForbiddenZone\NVDLC03_ForbiddenFXLightBeam01Off.NIF;1499;No
NVDLC03X13KlaxonStartLit;0300E723;2;0;;NVDLC03X13KlaxonStartLitSCRIPT;;Dungeons\Vault\RoomU\Klaxon.NIF;77;No
NVDLC03FXComputerSparks;0300F030;0;0;;;;Effects\TrapComputerSparksFX.NIF;35;No
NVDLC03X8ScorpionTrigger;0300F085;1;0;X8 Scorpion Trigger;NVDLC03X8ScorpionTriggerSCRIPT;;;233;No
NVDLC03ForbiddenLPillarPlat02Activator;0300F3F7;1;0;;NVDLC03ForbiddenLightSCRIPT;;NVDLC03\Dungeons\ForbiddenZone\NVDLC03_ForbiddenLPillarPlat02.NIF;234;No
NVDLC03ForbiddenScorpionTrigger;0300F44A;1;0;Forbidden Zone Scorpion Trigger;NVDLC03ForbiddenScorpionTriggerSCRIPT;;;340;No
NVDLC03X13TrapLaserTripwireB;0300F46B;16;0;;NVDLC03X13LaserTripwireBSCRIPT;;NVDLC03\Dungeons\X13\Accessories\NVDLC03X13LaserTripwire01-512.NIF;131;No
NVDLC03X13ProximityMine;0300F7F7;8;0;Proximity Detector;NVDLC03X13ProximityMineSCRIPT;;NVDLC03\Weapons\1handminedrop\pulsemine_static.NIF;11;No
NVDLC03CrashedSatelliteOld;030104D7;0;0;Crashed Satellite;;;Dungeons\Vault\Accessories\ControlPanelVault01.NIF;68;No
NVDLC03TTankGrafFloorCor01Activator;03010C94;5;0;;NVDLC03ForbiddenLightSCRIPT;;NVDLC03\Dungeons\NVDLC03_ThinkTank\NVDLC03_TTankGrafFloorCor01.NIF;462;No
NVDLC03TTankGrafFloorCor02Activator;03010C95;4;0;;NVDLC03ForbiddenLightSCRIPT;;NVDLC03\Dungeons\NVDLC03_ThinkTank\NVDLC03_TTankGrafFloorCor02.NIF;462;No
NVDLC03TTankGrafWallRamp01Activator;03010C96;1;0;;NVDLC03ForbiddenLightSCRIPT;;NVDLC03\Dungeons\NVDLC03_ThinkTank\NVDLC03_TTankGrafWallRamp01.NIF;411;No
NVDLC03X13ForceFieldLoot;03011279;2;0;;NVDLC03ForceFieldLootSCRIPT;;NVDLC03\Dungeons\X13\Accessories\NVDLC03X13FXForceField01.NIF;658;No
NVDLC03X13SoundCueTrigger;03011442;7;0;;NVDLC03X13SoundCueTriggerSCRIPT;;;281;No
NVDLC03X13NightstalkerTrigger;03011443;1;0;;NVDLC03X13NightStalkerTriggerScript;;;270;No
NVDLC03X13StealthSuitArmsTable;03011444;1;0;;;;NVDLC03\Clutter\NVDLC03StealthSuitDiagramArms.NIF;118;No
NVDLC03X13StealthSuitBootsTable;03011445;1;0;;;;NVDLC03\Clutter\NVDLC03StealthSuitDiagramBoots.NIF;118;No
NVDLC03X13StealthSuitTorsoTable;03011446;1;0;;;;NVDLC03\Clutter\NVDLC03StealthSuitDiagramTorso.NIF;118;No
NVDLC03Satellite;03011D8C;1;0;Crashed Satellite;NVDLC03CrashedSatelliteActivatorSCRIPT;;NVDLC03\Clutter\NVDLC03_Satellite\NVDLC03_SatelliteActivator.NIF;217;No
NVDLC03SatelliteProjection;03011D8E;1;0;;;;NVDLC03\Clutter\NVDLC03_Satellite\NVDLC03_Satellite-Projection.NIF;634;No
NVDLC03DriveInMovie;03011D8F;1;0;DriveIn Movie;;;NVDLC03\Clutter\NVDLC03_Satellite\NVDLC03_DriveIn-Movie.NIF;554;No
NVDLC03SatelliteActivator;03011D90;1;0;;;;NVDLC03\Clutter\NVDLC03_Satellite\NVDLC03_Satellite.NIF;391;No
NVDLC03ChemistrySet;0301208F;12;0;Deluxe Chemistry Set;NVDLC03ChemistrySetSCRIPT;;clutter\lab\chemistryexperiment01.nif;50;No
NVDLC03CaveFungusACTIVATOR;0301213D;38;0;Mutant Cave Fungus;NVDLC03CaveFungusMutantSCRIPT;;NVDLC03\Clutter\NVDLC03CaveFungusFortified.NIF;39;No
NVDLC03HQBuddySeedBox01;03012D38;1;0;Seed Package;NVDLC03HQBuddySeedBox01SCRIPT;;NVDLC03\Clutter\NVDLC03SeedBox.NIF;0;No
NVDLC03KillVolume;03012D39;0;0;;;;;339;No
NVDLC03HQBuddySeedBox02;03012D3A;1;0;Seed Package;NVDLC03HQBuddySeedBox02SCRIPT;;NVDLC03\Clutter\NVDLC03SeedBox.NIF;0;No
NVDLC03HQBuddySeedBox03;03012D3B;1;0;Seed Package;NVDLC03HQBuddySeedBox03SCRIPT;;NVDLC03\Clutter\NVDLC03SeedBox.NIF;5;No
NVDLC03BrainTankOpenTrigger;03012D58;1;0;Brain Tank Open Trigger;NVDLC03BrainTankOpenTriggerSCRIPT;;;490;No
NVDLC03FakeProtonicInversalAxe;03012F06;0;0;Protonic Inversal Axe;;;NVDLC03\Weapons\Hand2Hand\NVDLC03Corrosiveglovesgo.NIF;0;No
NVDLC03FakeInversalAxeThrown;03012F0B;0;0;Inversal Axe Thrown;;;NVDLC03\Weapons\Hand2Hand\NVDLC03Corrosiveglovesgo.NIF;0;No
NVDLC03FakeSaturnitePowerFist;03012F0C;0;0;Saturnite Power Fist;NVDLC03FakeCorrosiveGloveSCRIPT;;NVDLC03\Weapons\Hand2Hand\NVDLC03Corrosiveglovesgo.NIF;0;No
NVDLC03FakeChristineRifle;03012F0D;1;0;Christine's COS Silencer Rifle;NVDLC03FakeChristineRifleSCRIPT;;weapons\2handrifle\SniperRifleSuppressor.nif;51;No
NVDLC03FakeElijahLAER;03012F1D;1;0;Elijah's Advanced LAER;NVDLC03FakeElijahLAERSCRIPT;;NVDLC03\Weapons\2handautomatic\NVDLC03Laer.NIF;37;No
NVDLC03FakeElijahTeslaCannon;03012F1E;1;0;Elijah's Jury-Rigged Tesla Cannon;NVDLC03FakeElijahTeslaCannonSCRIPT;;weapons\2handlauncher\TeslaCannonProto.NIF;60;No
NVDLC03FakeLAER;03012F1F;0;0;LAER;NVDLC03FakeCorrosiveGloveSCRIPT;;NVDLC03\Weapons\Hand2Hand\NVDLC03Corrosiveglovesgo.NIF;0;No
NVDLC03FakeSterilizerGlove;03012F20;1;0;Sterilizer Glove;NVDLC03FakeSterilizerGloveSCRIPT;;NVDLC03\Weapons\Hand2Hand\NVDLC03Sterilizerglovesgo.NIF;16;No
NVDLC03FakeKleinGlove;03012F21;0;0;Dr. Klein's Glove;NVDLC03FakeCorrosiveGloveSCRIPT;;NVDLC03\Weapons\Hand2Hand\NVDLC03Corrosiveglovesgo.NIF;0;No
NVDLC03FakeMobiusGlove;03012F29;0;0;Dr. Mobius' Glove;NVDLC03FakeCorrosiveGloveSCRIPT;;NVDLC03\Weapons\Hand2Hand\NVDLC03Corrosiveglovesgo.NIF;0;No
NVDLC03AutoDocMedCenter;03012F48;1;0;;MedicalClinicAutoDocScript;;NVDLC03\Clutter\AutoDoc\NVDLC01_AutoDoc.NIF;156;No
NVDLC03CrashedSatelliteTrigger;0301307E;1;0;Satellite Trigger;NVDLC03CrashedSatelliteTriggerSCRIPT;;;434;No
NVDLC03HQLightsEP;03013466;3;0;;;;;13;No
NVDLC03X13SuitBarkActivator;03013491;1;0;;NVDLC03X13SuitBarkActivatorSCRIPT;;;219;No
NVDLC03X13TurretCodeHolder;03013492;1;0;;NVDLC03x13TurretScript;;;193;No
NVDLC03SinkJukeBoxLockedA;03013574;1;0;Disabled Jukebox;NVDLC03SinkJukeboxLockedSCRIPT;;clutter\jukebox\jukeboxDirtyNV.nif;83;No
NVDLC03VendingMachine;03013586;0;0;Holo-Vending Machine;;;NVDLC03\Clutter\VendingArtDeco\NVDLC01VendingArtDeco.NIF;83;No
NVDLC03X8BarkTrigger;0301363B;1;0;X8 Plot Bark Trigger;NVDLC03X8BarkTriggerSCRIPT;;;354;No
NVDLC03X13BarkTrigger;0301363E;1;0;;NVDLC03X13BarkTriggerSCRIPT;;;304;No
NVDLC03X2BarkTrigger;03013641;2;0;X2 Plot Bark Trigger;NVDLC03X2BarkTriggerSCRIPT;;;624;No
NVDLC03EnableControlsTrigger;030137D8;2;0;Enable Controls Trigger;NVDLC03EnableControlsTriggerSCRIPT;;;170;No
NVDLC03X13StealthSuitDiagramPanel;03013A54;3;0;;NVDLC03X13StealthSuitDiagramPanelSCRIPT;;NVDLC03\Clutter\NVDLC03StealthSuitDiagram02.NIF;104;No
NVDLC03EnableTrigger;03013A59;14;0;Enable Linked;NVDLC03EnableTriggerSCRIPT;;;1476;No
NVDLC03BombCollar;03013A5A;4;0;Head Explosion;NVDLC03BombCollarSCRIPT;;;404;No
NVDLC03HazmatField;03014177;1;0;Hazmat Suit Containment Unit;NVDLC03HazmatPodSCRIPT;;dungeons\enclave\custom\ecvplayerstasispodfields01.nif;103;No
NVDLC03HazmatSuit;03014178;1;0;Hazmat Suit;NVDLC03HazmatSuitSCRIPT;;NVDLC03\Armor\NVDLC03Ghost\NVDLC03HazmatSuitSTATIC.NIF;81;No
NVDLC03X8TunnelHoloBox;030141CC;1;0;X8 Tunnel Hologram Code Box;NVDLC03X8CyberDogGunHolgramScript;;;108;No
NVDLC03X8KlaxonLight;030141CD;2;0;;;;Dungeons\Vault\RoomU\Klaxon.NIF;77;No
NVDLC03GenereicWildWasteland;03014373;1;0;Generic Wild Wasteland;GenericWildWastelandTriggerSCRIPT;;;805;No
NVDLC03JukeBoxDirty01;0301474A;2;0;Jukebox;;;Clutter\JukeBox\JukeBoxDirty01.NIF;83;No
NVDLC03BattleBrewStill;03014961;1;0;Strange Still;NVDLC03BattleBrewStillSCRIPT;;dlc04\clutter\moonshine\dlc04moonshinedistillery01.nif;115;No
NVDLC03HangingMeatActivator;03014962;4;0;Hanging Meat;NVDLC03HangingMeatActivatorSCRIPT;;NVDLC03\Clutter\NVDLC03HangingMeat.NIF;80;No
NVDLC03X8SchoolTrigger01;03014AAF;1;0;X8 School Dog Trigger;NVDLC03X8SchoolDogTrigger01SCRIPT;;;165;No
NVDLC03X8SchoolTrigger02;03014AB0;1;0;X8 School Dog Trigger 2;NVDLC03X8SchoolDogTrigger02SCRIPT;;;158;No
NVDLC03UlyssesMap;03014ABE;1;0;Ulysses' Map;NVDLC03UlyssesMapSCRIPT;;clutter\holodisk\holodisk01.nif;0;No
NVDLC03ForceFieldContainer;03014D78;0;0;;;;NVDLC03\Clutter\NVDLC03DisplayCase01Container.NIF;38;No
NVDLC03ElijahsJournal;03014D81;1;0;Elijah's Journal;NVDLC03ElijahsJournalSCRIPT;;clutter\books\burnedbook03.nif;11;No
NVDLC03HologramBeamTrigger;03014EC6;1;0;;NVDLC03HologramBeamTriggerSCRIPT;;;101;No
NVDLC03PitOfDoom;03014ED9;3;0;Pit of Doom;NVDLC03PitOfDoomSCRIPT;;;90;No
NVDLC03X13FailureSwitch;03015007;1;0;;NVDLC03X13FailureSwitchSCRIPT;;Clutter\GenElecSwitch01.NIF;18;No
NVDLC03X13CompSwitch;0301500A;1;0;;NVDLC03X13CompSwitchSCRIPT;;Clutter\GenElecSwitch01.NIF;18;No
NVDLC03X13StealthArmorPants;03015104;0;0;Damaged Prototype;;;NVDLC03\Clutter\NVDLC03StealthArmorPants.NIF;40;No
NVDLC03PerkCodeBox;0301512D;0;0;;;;;15;No
NVDLC03StripeWildWastelandTrigger;03015285;1;0;Stripe Wild Wasteland Trigger;NVDLC03StripeWildWastelandTriggerSCRIPT;;;86;No
NVDLC03PerkRelatedCodeBox;0301529C;0;0;;;;;16;No
NVDLC03LegendaryBloatflyCodeBox;0301530F;1;0;Legendary Bloatfly Code Box;NVDLC03LegendaryBloatflyCodeBoxSCRIPT;;;187;No
NVDLC03SinkTrigger;030154F7;1;0;Sink Trigger;NVDLC03SinkTriggerSCRIPT;;;155;No
NVDLC03x8GabesDeathCodeBox;03015502;1;0;X8 Gabe's Death Code Box;NVDLC03X8GabesDeathSCRIPT;;;321;No
NVDLC03X8ControlPanel01;03015581;1;0;Surgical Saw Control Panel;NVDLC03X8SawControlPanelSCRIPT;;dungeons\vaultruined\clutter\controlpanelvaultr01.nif;68;No
NVDLC03SinkBarksRoom02;0301569C;1;0;;NVDLC03SinkBarksRoom02SCRIPT;;;204;No
NVDLC03SinkBarksRoom01;0301569D;1;0;;NVDLC03SinkBarksRoom01SCRIPT;;;562;No
NVDLC03SinkBarksRoom03;0301569E;1;0;;NVDLC03SinkBarksRoom03SCRIPT;;;294;No
NVDLC03SinkBarksRoom04;0301569F;1;0;;NVDLC03SinkBarksRoom04SCRIPT;;;302;No
NVDLC03X8TunnelBarkTrigger03;030157AB;1;0;X8 Tunnel Bark Trigger;NVDLC03X8TunnelBarkTrigger03SCRIPT;;;163;No
NVDLC03X8TunnelBarkTrigger04;030157AC;1;0;X8 Tunnel Bark Trigger;NVDLC03X8TunnelBarkTrigger04SCRIPT;;;163;No
NVDLC03X8TunnelBarkTrigger02;030157AD;1;0;X8 Tunnel Bark Trigger;NVDLC03X8TunnelBarkTrigger02SCRIPT;;;163;No
NVDLC03X8TunnelBarkTrigger05;030157AE;1;0;X8 Tunnel Bark Trigger;NVDLC03X8TunnelBarkTrigger05SCRIPT;;;163;No
NVDLC03FakeCorrosiveGlove;03015AB8;1;0;Corrosive Glove;NVDLC03FakeCorrosiveGloveSCRIPT;;NVDLC03\Weapons\Hand2Hand\NVDLC03Corrosiveglovesgo.NIF;16;No
NVDLC03HoloBaseCode01Activator;03015AD5;1;0;NVDLC03HoloBaseCode Activator;NVDLC03HoloBaseCodeHolderSCRIPT;;;40;No
NVDLC03X2AntennaActivator;03015B07;1;0;X-2 Antenna;NVDLC03X2AntennaActivatorSCRIPT;;NVDLC03\Weapons\2handmelee\NVDLC031stPersonAntennaStatic.NIF;54;Yes
NVDLC03BodyPartTankSpineActivator;03015DD5;1;0;Tank;NVDLC03BodyPartTankSpineActivatorSCRIPT;;NVDLC03\Clutter\BodyPartTank\NVDLC03PlayerSpineTankSink.NIF;133;No
NVDLC03BodyPartTankHeartActivator;03015DD6;1;0;Tank;NVDLC03BodyPartTankHeartActivatorSCRIPT;;NVDLC03\Clutter\BodyPartTank\NVDLC03PlayerHeartTankSink.NIF;127;No
NVDLC03BodyPartTankBrainActivator;03015DD7;1;0;Tank;NVDLC03BodyPartTankBrainActivatorSCRIPT;;NVDLC03\Clutter\BodyPartTank\NVDLC03PlayerBrainTankSink.NIF;127;No
NVDLC03SinkBarksRoom05;030164EE;1;0;;NVDLC03SinkBarksRoom05SCRIPT;;;390;No
NVDLC03X8TunnelWWCheckTrigger;0301693C;2;0;;NVDLC03X8TunnelWildWastelandCheckSCRIPT;;;174;No
NVDLC03SinkBalconyForceField;03016952;12;0;;NVDLC03SinkBalconyForceFieldSCRIPT;;NVDLC03\Dungeons\X13\Accessories\NVDLC03X13FXForceField01.NIF;658;No
NVDLC03EncCodeBox02;03016A82;1;0;Encounter Code Box for Box #7;NVDLC03EncCodeHolder02SCRIPT;;;332;No
NVDLC04SiloElevatorShaft01;040031C4;1;0;;;;NVDLC04\Dungeons\Silo\Silo_Elevator\NVDLC04_Silo-Elevator-Shaft01.NIF;3391;No
NVDLC04Silo1ElevatorTrigger;04003218;0;0;NVDLC04Silo1ElevatorTrigger;;;NVDLC04\Dungeons\Silo\NVDLC04_SiloControlPanel.NIF;273;No
NVDLC04MQ02aTrigger;04003E28;1;0;Gas Valve;NVDLC04MQ02aTriggerSCRIPT;;;529;No
NVDLC04SiloBlastDoorControls;040046E8;1;0;Silo Blast Door Controls;NVDLC04BlastDoorActivateScript;;NVDLC04\Clutter\consoles\NVDLC04EdEInterfaceConsole.NIF;0;No
NVDLC04Warhead;04007486;25;0;Warhead;NVDLC04WarheadSCRIPT;;NVDLC04\Clutter\Rocket\NVDLC04Warhead.NIF;219;No
NVDLC04SetDivideNormalWeatherTrigger;04007930;2;0;;NVDLC04SetDivideNormalWeatherTriggerSCRIPT;;;348;No
